area_id,DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
1,1972,BN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1973,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1974,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1975,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1976,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1977,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1978,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1979,BN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1980,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1981,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1982,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1983,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1984,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1985,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1986,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1987,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1988,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1989,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1990,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1991,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1992,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1993,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1994,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1995,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1996,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1997,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1998,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,1999,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2000,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2001,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2002,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2003,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2004,BN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2005,AN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2006,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2007,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2008,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2009,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2010,BN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2011,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2012,BN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2013,D,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2014,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2015,C,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2016,BN,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
1,2017,W,0.00,127.00,1731.00,32.00,0.00,0.00,0.00,194.00,1055.00,287.00,172.00,66.00,1079.00,0.00,50.00
2,1922,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1923,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1924,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1925,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1926,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1927,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1928,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1929,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1930,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1931,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1932,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1933,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1934,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1935,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1936,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1937,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1938,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1939,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1940,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1941,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1942,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1943,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1944,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1945,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1946,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1947,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1948,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1949,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1950,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1951,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1952,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1953,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1954,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1955,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1956,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1957,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1958,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1959,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1960,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1961,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1962,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1963,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1964,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1965,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1966,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1967,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1968,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1969,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1970,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1971,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1972,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1973,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1974,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1975,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1976,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1977,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1978,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1979,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1980,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1981,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1982,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1983,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1984,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1985,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1986,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1987,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1988,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1989,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1990,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1991,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1992,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1993,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1994,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1995,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1996,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1997,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1998,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,1999,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2000,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2001,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2002,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2003,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2004,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2005,AN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2006,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2007,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2008,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2009,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2010,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2011,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2012,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2013,D,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2014,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2015,C,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2016,BN,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
2,2017,W,0.00,0.00,2128.00,875.00,0.00,6.00,70.00,262.00,863.00,0.00,167.00,61.00,959.00,0.00,154.00
3,1922,AN,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1923,BN,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1924,C,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1925,D,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1926,D,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1927,W,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1928,AN,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
3,1929,C,53.00,459.00,981.00,1954.00,0.00,55.00,0.00,185.00,82.00,884.00,549.00,78.00,1519.00,0.00,35.00
